100 0.016547
200 0.158944
300 0.183904
400 0.216636
500 0.121376
600 0.052739
700 0.054740
800 0.083787
900 0.066154
1000 0.078144
1100 0.076233
1200 0.083561
1300 0.109729
1400 0.117887
1500 0.098594
1600 0.128260
1700 0.110943
1800 0.150393
1900 0.122366
2000 0.123469
2100 0.178190
2200 0.149109
2300 0.151806
2400 0.152468
2500 0.203297
2600 0.155973
2700 0.206536
2800 0.220060
2900 0.725471
3000 0.397677
3100 0.781762
3200 0.424236
3300 0.479792
3400 0.221394
3500 0.514881
3600 0.269097
3700 0.306046
3800 0.341489
3900 0.370833
4000 0.315323
4100 0.311548
4200 0.337662
4300 0.325657
4400 0.275088
4500 0.361427
4600 0.307517
4700 0.347088
4800 0.370109
4900 0.450714
5000 0.597982
5100 0.362755
5200 0.312597
5300 0.436469
5400 0.384444
5500 0.379681
5600 0.366306
5700 0.407692
5800 0.452113
5900 0.430487
6000 0.429510
6100 0.496245
6200 0.462182
6300 0.462800
6400 0.494908
6500 0.432622
6600 0.448255
6700 0.557785
6800 0.462908
6900 0.518199
7000 0.473557
7100 0.900843
7200 0.563035
7300 2.049278
7400 0.725085
7500 0.514868
7600 0.548861
7700 0.516185
7800 0.566215
7900 0.675451
8000 0.484156
8100 0.454552
8200 0.527377
8300 0.559048
8400 0.456741
8500 0.467437
8600 0.495703
8700 0.496911
8800 0.481973
8900 0.612747
9000 0.502993
9100 0.487026
9200 0.506371
9300 0.535134
9400 0.547881
9500 0.528123
9600 0.532016
9700 0.629101
9800 0.525703
9900 0.537540
